Code,Title,id
UCG.PN.ZZ,Advising about support from people in subordinate positions,7057
UCG.RB.ZZ,Practical support with people in subordinate positions,7058
UCG.RG.ZZ,Providing services in relation to support from people in subordinate positions,7059
UCG.TA.ZZ,Advocacy in relation to support from people in subordinate positions,7060
UCG.TB.ZZ,Planning in relation to support from people in subordinate positions,7061
UCG.TD.ZZ,Collaboration relating to support from people in subordinate positions,7062
UCG.VA.ZZ,Capacity building targeting support from people in subordinate positions,7063
UCG.VB.ZZ,Awareness raising concerning support from people in subordinate positions,7064
UCG.VC.ZZ,Public health surveillance concerning support from people in subordinate positions,7065
UCG.VF.ZZ,Alert concerning support from people in subordinate positions,7066
UCG.WG.QF,Economic incentives in relation to support from people in subordinate positions,7067
UCG.WG.ZZ,Applying incentives in relation to support from people in subordinate positions,7068
UCG.WJ.ZZ,Policy change in relation to support from people in subordinate positions,7069
UCH,Interventions on support from personal care providers and personal assistants,7070
UCH.AA.ZZ,Assessment of support from personal care providers and personal assistants,7071
UCH.PM.ZZ,Education about support from personal care providers and personal assistants,7072
UCH.PN.ZZ,Advising about support from personal care providers and personal assistants,7073
UCH.RB.ZZ,Practical support with personal care providers and personal assistants,7074
UCH.RG.ZZ,Providing services in relation to support from personal care providers and personal assistants,7075
UCH.TA.ZZ,Advocacy in relation to support from personal care providers and personal assistants,7076
UCH.TB.ZZ,Planning in relation to support from personal care providers and personal assistants,7077
UCH.VA.ZZ,Capacity building targeting support from personal care providers and personal assistants,7078
UCH.VB.ZZ,Awareness raising concerning support from personal care providers and personal assistants,7079
UCH.VC.ZZ,Public health surveillance concerning support from personal care providers and personal assistants,7080
UCH.VF.ZZ,Alert concerning support from personal care providers and personal assistants,7081
UCH.WG.QF,Economic incentives in relation to support from personal care providers and personal assistants,7082
UCH.WG.ZZ,Applying incentives in relation to support from personal care providers and personal assistants,7083
UCH.WJ.ZZ,Policy change in relation to support from personal care providers and personal assistants,7084
UCI,Interventions on support from strangers,7085
UCI.AA.ZZ,Assessment of support from strangers,7086
UCI.PM.ZZ,Education about support from strangers,7087
UCI.PN.ZZ,Advising about support from strangers,7088
UCI.RB.ZZ,Practical support with strangers,7089
UCI.RG.ZZ,Providing services in relation to support from strangers,7090
UCI.TA.ZZ,Advocacy in relation to support from strangers,7091
UCI.TB.ZZ,Planning in relation to support from strangers,7092
UCI.TD.ZZ,Collaboration relating to support from strangers,7093
UCI.VA.ZZ,Capacity building targeting support from strangers,7094
UCI.VB.ZZ,Awareness raising concerning support from strangers,7095
UCI.VC.ZZ,Public health surveillance concerning support from strangers,7096
UCI.VF.ZZ,Alert concerning support from strangers,7097
UCI.WG.QF,Economic incentives in relation to support from strangers,7098
UCI.WG.ZZ,Applying incentives in relation to support from strangers,7099
UCI.WJ.ZZ,Policy change in relation to support from strangers,7100
UCJ,Interventions on support from domesticated animals,7101
UCJ.AA.ZZ,Assessment of support from domesticated animals,7102
UCJ.PH.ZZ,Training in use of support from domesticated animals,7103
UCJ.PM.ZZ,Education about support from domesticated animals,7104
UCJ.PN.ZZ,Advising about support from domesticated animals,7105
UCJ.RB.ZZ,Practical support with domesticated animals,7106
UCJ.RC.ZZ,Emotional support with domesticated animals,7107
UCJ.RG.ZZ,Providing services in relation to support from domesticated animals,7108
UCJ.TA.ZZ,Advocacy in relation to support from domesticated animals,7109
UCJ.TB.ZZ,Planning in relation to support from domesticated animals,7110
UCJ.TD.ZZ,Collaboration relating to support from domesticated animals,7111
UCJ.VA.ZZ,Capacity building targeting support from domesticated animals,7112
UCJ.VB.ZZ,Awareness raising concerning support from domesticated animals,7113
UCJ.VC.ZZ,Public health surveillance concerning support from domesticated animals,7114
UCJ.VF.ZZ,Alert concerning support from domesticated animals,7115
UCJ.WG.QF,Economic incentives in relation to support from domesticated animals,7116
UCJ.WG.ZZ,Applying incentives in relation to support from domesticated animals,7117
UCJ.WJ.ZZ,Policy change in relation to support from domesticated animals,7118
UCK,Interventions on support from health professionals,7119
UCK.AA.ZZ,Assessment of support from health professionals,7120
UCK.PM.ZZ,Education about support from health professionals,7121
UCK.PN.ZZ,Advising about support from health professionals,7122
UCK.RB.ZZ,Practical support with health professionals,7123
UCK.RG.ZZ,Providing services in relation to support from health professionals,7124
UCK.TA.ZZ,Advocacy in relation to support from health professionals,7125
UCK.TB.ZZ,Planning in relation to support from health professionals,7126
UCK.TD.ZZ,Collaboration relating to support from health professionals,7127
UCK.VA.ZZ,Capacity building targeting support from health professionals,7128
UCK.VB.ZZ,Awareness raising concerning support from health professionals,7129
UCK.VC.ZZ,Public health surveillance concerning support from health professionals,7130
UCK.VF.ZZ,Alert concerning support from health professionals,7131
UCK.WG.QF,Economic incentives in relation to support from health professionals,7132
UCK.WG.ZZ,Applying incentives in relation to support from health professionals,7133
UCK.WJ.ZZ,Policy change in relation to support from health professionals,7134
UCL,Interventions on support from other professionals,7135
UCL.AA.ZZ,Assessment of support from other professionals,7136
UCL.PM.ZZ,Education about support from other professionals,7137
UCL.PN.ZZ,Advising about support from other professionals,7138
UCL.RB.ZZ,Practical support with other professionals,7139
UCL.RG.ZZ,Providing services in relation to support from other professionals,7140
UCL.TA.ZZ,Advocacy in relation to support from other professionals,7141
UCL.TB.ZZ,Planning in relation to support from other professionals,7142
UCL.TD.ZZ,Collaboration relating to support from other professionals,7143
UCL.VA.ZZ,Capacity building targeting support from other professionals,7144
UCL.VB.ZZ,Awareness raising concerning support from other professionals,7145
UCL.VC.ZZ,Public health surveillance concerning support from other professionals,7146
UCL.VF.ZZ,Alert concerning support from other professionals,7147
UCL.WG.QF,Economic incentives in relation to support from other professionals,7148
UCL.WG.ZZ,Applying incentives in relation to support from other professionals,7149
UCL.WJ.ZZ,Policy change in relation to support from other professionals,7150
UC1.ZZ.ZZ,Other and unspecified interventions targeting unspecified support and relationships,7151
UD1,Interventions on attitudes,7152
UD1.AA.ZZ,"Assessment of attitudes, unspecified",7153
UD1.PM.ZZ,"Education about attitudes, unspecified",7154
UD1.PN.ZZ,"Advising about attitudes, unspecified",7155
UD1.RB.ZZ,"Practical support with attitudes, unspecified",7156
UD1.TA.ZZ,"Advocacy in relation to attitudes, unspecified",7157
UD1.TB.ZZ,"Planning in relation to attitudes, unspecified",7158
UD1.TD.ZZ,"Collaboration relating to attitudes, unspecified",7159
UD1.VA.ZZ,"Capacity building targeting attitudes, unspecified",7160
UD1.VB.ZZ,"Awareness raising concerning attitudes, unspecified",7161
UD1.VC.ZZ,"Public health surveillance concerning attitudes, unspecified",7162
UD1.VF.ZZ,"Alert concerning attitudes, unspecified",7163
UD1.WI.QD,"Restrictions through enactment of laws or standards in relation to attitudes, unspecified",7164
UD1.WI.QE,"Restrictions through enforcement of laws or standards in relation to attitudes, unspecified",7165
UD1.WI.ZZ,"Restrictions through laws or standards in relation to attitudes, unspecified",7166
UD1.WJ.ZZ,"Policy change concerning attitudes, unspecified",7167
UDB.AA.ZZ,Assessment of individual attitudes of immediate family members,7168
UDB.PM.ZZ,Education about individual attitudes of immediate family members,7169
UDB.PN.ZZ,Advising about individual attitudes of immediate family members,7170
UDB.RB.ZZ,Practical support with individual attitudes of immediate family members,7171
UDB.TA.ZZ,Advocacy in relation to individual attitudes of immediate family members,7172
UDB.TB.ZZ,Planning in relation to individual attitudes of immediate family members,7173
UDB.VA.ZZ,Capacity building targeting individual attitudes of immediate family members,7174
UDB.VB.ZZ,Awareness raising concerning individual attitudes of immediate family members,7175
UDB.VC.ZZ,Public health surveillance concerning individual attitudes of immediate family members,7176
UDB.VF.ZZ,Alert concerning individual attitudes of immediate family members,7177
UDB.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of immediate family members,7178
UDB.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of immediate family members,7179
UDB.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of immediate family members,7180
UDB.WJ.ZZ,Policy change in relation to individual attitudes of immediate family members,7181
UDC,Interventions on individual attitudes of extended family members,7182
UDC.AA.ZZ,Assessment of individual attitudes of extended family members,7183
UDC.PM.ZZ,Education about individual attitudes of extended family members,7184
UDC.PN.ZZ,Advising about individual attitudes of extended family members,7185
UDC.RB.ZZ,Practical support with individual attitudes of extended family members,7186
UDC.TA.ZZ,Advocacy in relation to individual attitudes of extended family members,7187
UDC.TB.ZZ,Planning in relation to individual attitudes of extended family members,7188
UDC.VA.ZZ,Capacity building targeting individual attitudes of extended family members,7189
UDC.VB.ZZ,Awareness raising concerning individual attitudes of extended family members,7190
UDC.VC.ZZ,Public health surveillance concerning individual attitudes of extended family members,7191
UDC.VF.ZZ,Alert concerning individual attitudes of extended family members,7192
UDC.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of extended family members,7193
UDC.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of extended family members,7194
UDC.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of extended family members,7195
UDC.WJ.ZZ,Policy change in relation to individual attitudes of extended family members,7196
UDD,Interventions on individual attitudes of friends,7197
UDD.AA.ZZ,Assessment of individual attitudes of friends,7198
UDD.PM.ZZ,Education about individual attitudes of friends,7199
UDD.PN.ZZ,Advising about individual attitudes of friends,7200
UDD.RB.ZZ,Practical support with individual attitudes of friends,7201
UDD.TA.ZZ,Advocacy in relation to individual attitudes of friends,7202
UDD.TD.ZZ,Collaboration relating to individual attitudes of friends,7203
UDD.VA.ZZ,Capacity building targeting individual attitudes of friends,7204
UDD.VB.ZZ,Awareness raising concerning individual attitudes of friends,7205
UDD.VC.ZZ,Public health surveillance concerning individual attitudes of friends,7206
UDD.VF.ZZ,Alert concerning individual attitudes of friends,7207
UDD.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of friends,7208
UDD.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of friends,7209
UDD.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of friends,7210
UDD.WJ.ZZ,Policy change in relation to individual attitudes of friends,7211
UDD.ZZ.ZZ,Planning in relation to individual attitudes of friends,7212
UDE,"Interventions on individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7213
UDE.AA.ZZ,"Assessment of individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7214
UDE.PM.ZZ,"Education about individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7215
UDE.PN.ZZ,"Advising about individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7216
UDE.RB.ZZ,"Practical support with individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7217
UDE.TA.ZZ,"Advocacy in relation to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7218
UDE.TB.ZZ,"Planning in relation to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7219
UDE.TD.ZZ,"Collaboration relating to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7220
UDE.VA.ZZ,"Capacity building targeting acquaintances, peers, colleagues, neighbours and community members",7221
UDE.VB.ZZ,"Awareness raising concerning individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7222
UDE.VC.ZZ,"Public health surveillance concerning individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7223
UDE.VF.ZZ,"Alert concerning individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7224
UDE.WI.QD,"Restrictions through enactment of laws or standards in relation to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7225
UDE.WI.QE,"Restrictions through enforcement of laws or standards in relation to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7226
UDE.WI.ZZ,"Restrictions through laws or standards in relation to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7227
UDE.WJ.ZZ,"Policy change in relation to individual attitudes of acquaintances, peers, colleagues, neighbours and community members",7228
UDF,Interventions on individual attitudes of people in positions of authority,7229
UDF.AA.ZZ,Assessment of individual attitudes of people in positions of authority,7230
UDF.PM.ZZ,Education about individual attitudes of people in positions of authority,7231
UDF.PN.ZZ,Advising about individual attitudes of people in positions of authority,7232
UDF.RB.ZZ,Practical support with individual attitudes of people in positions of authority,7233
UDF.TA.ZZ,Advocacy in relation to individual attitudes of people in positions of authority,7234
UDF.TB.ZZ,Planning in relation to individual attitudes of people in positions of authority,7235
UDF.TD.ZZ,Collaboration relating to individual attitudes of people in positions of authority,7236
UDF.VA.ZZ,Capacity building targeting individual attitudes of people in positions of authority,7237
UDF.VB.ZZ,Awareness raising concerning individual attitudes of people in positions of authority,7238
UDF.VC.ZZ,Public health surveillance concerning individual attitudes of people in positions of authority,7239
UDF.VF.ZZ,Alert concerning individual attitudes of people in positions of authority,7240
UDF.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of people in positions of authority,7241
UDF.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of people in positions of authority,7242
UDF.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of people in positions of authority,7243
UDF.WJ.ZZ,Policy change in relation to individual attitudes of people in positions of authority,7244
UDG,Interventions on individual attitudes of people in subordinate positions,7245
UDG.AA.ZZ,Assessment of individual attitudes of people in subordinate positions,7246
UDG.PM.ZZ,Education about individual attitudes of people in subordinate positions,7247
UDG.PN.ZZ,Advising about individual attitudes of people in subordinate positions,7248
UDG.RB.ZZ,Practical support with individual attitudes of people in subordinate positions,7249
UDG.TA.ZZ,Advocacy in relation to individual attitudes of people in subordinate positions,7250
UDG.TB.ZZ,Planning in relation to individual attitudes of people in subordinate positions,7251
UDG.TD.ZZ,Collaboration relating to individual attitudes of people in subordinate positions,7252
UDG.VA.ZZ,Capacity building targeting individual attitudes of people in subordinate positions,7253
UDG.VB.ZZ,Awareness raising concerning individual attitudes of people in subordinate positions,7254
UDG.VC.ZZ,Public health surveillance concerning individual attitudes of people in subordinate positions,7255
UDG.VF.ZZ,Alert concerning individual attitudes of people in subordinate positions,7256
UDG.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of people in subordinate positions,7257
UDG.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of people in subordinate positions,7258
UDG.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of people in subordinate positions,7259
UDG.WJ.ZZ,Policy change in relation to individual attitudes of people in subordinate positions,7260
UDH,Interventions on individual attitudes of personal care providers and personal assistants,7261
UDH.AA.ZZ,Assessment of individual attitudes of personal care providers and personal assistants,7262
UDH.PM.ZZ,Education about individual attitudes of personal care providers and personal assistants,7263
UDH.PN.ZZ,Advising about individual attitudes of personal care providers and personal assistants,7264
UDH.RB.ZZ,Practical support with individual attitudes of personal care providers and personal assistants,7265
UDH.TA.ZZ,Advocacy in relation to individual attitudes of personal care providers and personal assistants,7266
UDH.TB.ZZ,Planning in relation to individual attitudes of personal care providers and personal assistants,7267
UDH.TD.ZZ,Collaboration relating to individual attitudes of personal care providers and personal assistants,7268
UDH.VA.ZZ,Capacity building targeting individual attitudes of personal care providers and personal assistants,7269
UDH.VB.ZZ,Awareness raising concerning individual attitudes of personal care providers and personal assistants,7270
UDH.VC.ZZ,Public health surveillance concerning individual attitudes of personal care providers and personal assistants,7271
UDH.VF.ZZ,Alert concerning individual attitudes of personal care providers and personal assistants,7272
UDH.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of personal care providers and personal assistants,7273
UDH.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of personal care providers and personal assistants,7274
UDH.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of personal care providers and personal assistants,7275
UDH.WJ.ZZ,Policy change in relation to individual attitudes of personal care providers and personal assistants,7276
UDI,Interventions on individual attitudes of strangers,7277
UDI.AA.ZZ,Assessment of individual attitudes of strangers,7278
UDI.PM.ZZ,Education about individual attitudes of strangers,7279
UDI.PN.ZZ,Advising about individual attitudes of strangers,7280
UDI.RB.ZZ,Practical support with individual attitudes of strangers,7281
UDI.TA.ZZ,Advocacy in relation to individual attitudes of strangers,7282
UDI.TB.ZZ,Planning in relation to individual attitudes of strangers,7283
UDI.TD.ZZ,Collaboration relating to individual attitudes of strangers,7284
UDI.VA.ZZ,Capacity building targeting individual attitudes of strangers,7285
UDI.VB.ZZ,Awareness raising concerning individual attitudes of strangers,7286
UDI.VC.ZZ,Public health surveillance concerning individual attitudes of strangers,7287
UDI.VF.ZZ,Alert concerning individual attitudes of strangers,7288
UDI.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of strangers,7289
UDI.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of strangers,7290
UDI.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of strangers,7291
UDI.WJ.ZZ,Policy change in relation to individual attitudes of strangers,7292
UDJ,Interventions on individual attitudes of health professionals,7293
UDJ.AA.ZZ,Assessment of individual attitudes of health professionals,7294
UDJ.PM.ZZ,Education about individual attitudes of health professionals,7295
UDJ.PN.ZZ,Advising about individual attitudes of health professionals,7296
UDJ.RB.ZZ,Practical support with individual attitudes of health professionals,7297
UDJ.TA.ZZ,Advocacy in relation to individual attitudes of health professionals,7298
UDJ.TB.ZZ,Planning in relation to individual attitudes of health professionals,7299
UDJ.TD.ZZ,Collaboration relating to individual attitudes of health professionals,7300
UDJ.VA.ZZ,Capacity building targeting individual attitudes of health professionals,7301
UDJ.VB.ZZ,Awareness raising concerning individual attitudes of health professionals,7302
UDJ.VC.ZZ,Public health surveillance concerning individual attitudes of health professionals,7303
UDJ.VF.ZZ,Alert concerning individual attitudes of health professionals,7304
UDJ.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of health professionals,7305
UDJ.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of health professionals,7306
UDJ.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of health professionals,7307
UDJ.WJ.ZZ,Policy change in relation to individual attitudes of health professionals,7308
UDK,Interventions on individual attitudes of other professionals,7309
UDK.AA.ZZ,Assessment of individual attitudes of other professionals,7310
UDK.PM.ZZ,Education about individual attitudes of other professionals,7311
UDK.PN.ZZ,Advising about individual attitudes of other professionals,7312
UDK.RB.ZZ,Practical support with individual attitudes of other professionals,7313
UDK.TA.ZZ,Advocacy in relation to individual attitudes of other professionals,7314
UDK.TB.ZZ,Planning in relation to individual attitudes of other professionals,7315
UDK.TD.ZZ,Collaboration relating to individual attitudes of other professionals,7316
UDK.VA.ZZ,Capacity building targeting individual attitudes of other professionals,7317
UDK.VB.ZZ,Awareness raising concerning individual attitudes of other professionals,7318
UDK.VC.ZZ,Public health surveillance concerning individual attitudes of other professionals,7319
UDK.VF.ZZ,Alert concerning individual attitudes of other professionals,7320
UDK.WI.QD,Restrictions through enactment of laws or standards in relation to individual attitudes of other professionals,7321
UDK.WI.QE,Restrictions through enforcement of laws or standards in relation to individual attitudes of other professionals,7322
UDK.WI.ZZ,Restrictions through laws or standards in relation to individual attitudes of other professionals,7323
UDK.WJ.ZZ,Policy change in relation to individual attitudes of other professionals,7324
UDL,Interventions on individual societal attitudes,7325
UDL.AA.ZZ,Assessment of societal attitudes,7326
UDL.PM.ZZ,Education about societal attitudes,7327
UDL.PN.ZZ,Advising about societal attitudes,7328
UDL.RB.ZZ,Practical support with societal attitudes,7329
UDL.TA.ZZ,Advocacy in relation to societal attitudes,7330
UDL.TB.ZZ,Planning in relation to societal attitudes,7331
UDL.TD.ZZ,Collaboration relating to societal attitudes,7332
UDL.VA.ZZ,Capacity building targeting societal attitudes,7333
UDL.VB.ZZ,Awareness raising concerning societal attitudes,7334
UDL.VC.ZZ,Public health surveillance concerning societal attitudes,7335
UDL.VF.ZZ,Alert concerning societal attitudes,7336
UDL.WI.QD,Restrictions through enactment of laws or standards in relation to societal attitudes,7337
UDL.WI.QE,Restrictions through enforcement of laws or standards in relation to societal attitudes,7338
UDL.WI.ZZ,Restrictions through laws or standards in relation to societal attitudes,7339
UDL.WJ.ZZ,Policy change in relation to societal attitudes,7340
UDM,"Interventions on social norms, practices and ideologies",7341
UDM.AA.ZZ,"Assessment of social norms, practices and ideologies",7342
UDM.PM.ZZ,"Education about social norms, practices and ideologies",7343
UDM.PN.ZZ,"Advising about social norms, practices and ideologies",7344
UDM.RB.ZZ,"Practical support with social norms, practices and ideologies",7345
UDM.TA.ZZ,"Advocacy in relation to social norms, practices and ideologies",7346
UDM.TB.ZZ,"Planning in relation to social norms, practices and ideologies",7347
UDM.TD.ZZ,"Collaboration relating to social norms, practices and ideologies",7348
UDM.VA.ZZ,"Capacity building targeting social norms, practices and ideologies",7349
UDM.VB.ZZ,"Awareness raising concerning social norms, practices and ideologies",7350
UDM.VC.ZZ,"Public health surveillance concerning social norms, practices and ideologies",7351
UDM.VF.ZZ,"Alert concerning social norms, practices and ideologies",7352
UDM.WI.QD,"Restrictions through enactment of laws or standards in relation to social norms, practices and ideologies",7353
UDM.WI.QE,"Restrictions through enforcement of laws or standards in relation to social norms, practices and ideologies",7354
UDM.WI.ZZ,"Restrictions through laws or standards in relation to social norms, practices and ideologies",7355
UDM.WJ.ZZ,"Policy change in relation to social norms, practices and ideologies",7356
UD1.ZZ.ZZ,Other and unspecified interventions targeting unspecified attitudes,7357
UE1,"Interventions on services, systems and policies",7358
UE1.AA.ZZ,"Assessment of services, systems and policies, unspecified",7359
UE1.PM.ZZ,"Education about services, systems and policies, unspecified",7360
UE1.PN.ZZ,"Advising about services, systems and policies, unspecified",7361
UE1.RG.ZZ,"Providing services, systems and policies, unspecified",7362
UE1.TA.ZZ,"Advocacy in relation to health-related issues directed towards services, systems and policies, unspecified",7363
UE1.TK.ZZ,"Public facilities or infrastructure development targeting services and systems, unspecified",7364
UE1.VB.ZZ,"Awareness raising concerning services, systems and policies, unspecified",7365
UE1.VC.ZZ,"Public health surveillance concerning services, systems and policies, unspecified",7366
UE1.VN.ZZ,"Establishing services to meet population health need, unspecified",7367
UE1.VO.ZZ,"Marshalling services, unspecified",7368
UE1.VP.ZZ,"Improving access to services, unspecified",7369
UE1.WG.QF,"Economic incentives concerning services, systems and policies, unspecified",7370
UE1.WG.ZZ,"Applying incentives concerning services, systems and policies, unspecified",7371
UE1.WJ.ZZ,"Policy change concerning services, systems and policies, unspecified",7372
UEB,"Interventions on services, systems and policies for the production of consumer goods",7373
UEB.AA.ZZ,"Assessment of services, systems and policies for the production of consumer goods",7374
UEB.PM.ZZ,"Education about services, systems and policies for the production of consumer goods",7375
UEB.PN.ZZ,"Advising about services, systems and policies for the production of consumer goods",7376
UEB.RB.ZZ,"Practical support with services, systems and policies for the production of consumer goods",7377
UEB.RD.ZZ,"Providing goods in relation to services, systems and policies for the production of consumer goods",7378
UEB.RG.ZZ,"Providing services, systems and policies for the production of consumer goods",7379
UEB.TB.ZZ,"Planning in relation to services, systems and policies for the production of consumer goods",7380
UEB.TD.ZZ,"Collaboration relating to services, systems and policies for the production of consumer goods",7381
UEB.TK.ZZ,"Public facilities or infrastructure development in relation to services, systems and policies for the production of consumer goods",7382
UEB.TM.ZZ,"Environment modification in relation to services, systems and policies for the production of consumer goods",7383
UEB.VA.ZZ,"Capacity building targeting services, systems and policies for the production of consumer goods",7384
UEB.VB.ZZ,"Awareness raising concerning services, systems and policies for the production of consumer goods",7385
UEB.VC.ZZ,"Public health surveillance concerning services, systems and policies for the production of consumer goods",7386
UEB.VF.ZZ,"Alert concerning services, systems and policies for the production of consumer goods",7387
UEB.VL.ZZ,"Environmental remediation in relation to services, systems and policies for the production of consumer goods",7388
UEB.VN.ZZ,"Establishing health services or health-related services in relation to services, systems and policies for the production of consumer goods",7389
UEB.VO.ZZ,"Marshalling health services or health-related services in relation to services, systems and policies for the production of consumer goods",7390
UEB.VP.ZZ,"Improving access to health services or health-related services in relation to services, systems and policies for the production of consumer goods",7391
UEB.VR.ZZ,"Reducing emissions from services, systems and policies for the production of consumer goods",7392
UEB.WC.ZZ,"Restrictions on the sale or distribution of products or services in relation to services, systems and policies for the production of consumer goods",7393
UEB.WD.ZZ,"Restrictions on advertising, promotion or sponsorship of products or services in relation to services, systems and policies for the production of consumer goods",7394
UEB.WE.ZZ,"Restrictions on production or importation of products or services in relation to services, systems and policies for the production of consumer goods",7395
UEB.WG.QF,"Economic incentives in relation to services, systems and policies for the production of consumer goods",7396
UEB.WG.ZZ,"Applying incentives in relation to services, systems and policies for the production of consumer goods",7397
UEB.WI.QD,"Restrictions through enactment of laws or standards in relation to services, systems and policies for the production of consumer goods",7398
UEB.WI.QE,"Restrictions through enforcement of laws or standards in relation to services, systems and policies for the production of consumer goods",7399
UEB.WI.ZZ,"Restrictions through laws or standards in relation to services, systems and policies for the production of consumer goods",7400
UEB.WJ.ZZ,"Policy change in relation to services, systems and policies for the production of consumer goods",7401
UEC,"Interventions on architecture and construction services, systems and policies",7402
UEC.AA.ZZ,"Assessment of architecture and construction services, systems and policies",7403
UEC.PM.ZZ,"Education about architecture and construction services, systems and policies",7404
UEC.PN.ZZ,"Advising about architecture and construction services, systems and policies",7405
UEC.RB.ZZ,"Practical support with architecture and construction services, systems and policies",7406
UEC.RD.ZZ,"Providing goods in relation to architecture and construction services, systems and policies",7407
UEC.RG.ZZ,"Providing architecture and construction services, systems and policies",7408
UEC.TB.ZZ,"Planning in relation to architecture and construction services, systems and policies",7409
UEC.TD.ZZ,"Collaboration relating to architecture and construction services, systems and policies",7410
UEC.TK.ZZ,"Public facilities or infrastructure development in relation to architecture and construction services, systems and policies",7411
UEC.TM.ZZ,"Environment modification in relation to architecture and construction services, systems and policies",7412
UEC.VA.ZZ,"Capacity building targeting architecture and construction services, systems and policies",7413
UEC.VB.ZZ,"Awareness raising concerning architecture and construction services, systems and policies",7414
UEC.VC.ZZ,"Public health surveillance concerning architecture and construction services, systems and policies",7415
UEC.VF.ZZ,"Alert concerning architecture and construction services, systems and policies",7416
UEC.VL.ZZ,"Environmental remediation in relation to architecture and construction services, systems and policies",7417
UEC.VN.ZZ,"Establishing health services or health-related services in relation to architecture and construction services, systems and policies",7418
UEC.VO.ZZ,"Marshalling health services or health-related services in relation to architecture and construction services, systems and policies",7419
UEC.VP.ZZ,"Improving access to health services or health-related services in relation to architecture and construction services, systems and policies",7420
UEC.VR.ZZ,"Reducing emissions from architecture and construction services, systems and policies",7421
UEC.WC.ZZ,"Restrictions on the sale or distribution of products or services in relation to architecture and construction services, systems and policies",7422
UEC.WD.ZZ,"Restrictions on advertising, promotion or sponsorship of products or services in relation to architecture and construction services, systems and policies",7423
UEC.WE.ZZ,"Restrictions on production or importation of products or services in relation to architecture and construction services, systems and policies",7424
UEC.WG.QF,"Economic incentives in relation to architecture and construction services, systems and policies",7425
UEC.WG.ZZ,"Applying incentives in relation to architecture and construction services, systems and policies",7426
UEC.WI.QD,"Restrictions through enactment of laws or standards in relation to architecture and construction services, systems and policies",7427
UEC.WI.QE,"Restrictions through enforcement of laws or standards in relation to architecture and construction services, systems and policies",7428
UEC.WI.ZZ,"Restrictions through laws or standards in relation to architecture and construction services, systems and policies",7429
UEC.WJ.ZZ,"Policy change in relation to architecture and construction services, systems and policies",7430
UED,"Interventions on open space planning services, systems and policies",7431
UED.AA.ZZ,"Assessment of open space planning services, systems and policies",7432
UED.PH.ZZ,"Training about open space planning services, systems and policies",7433
UED.PM.ZZ,"Education about aspects of open space planning services, systems and policies",7434
UED.PN.ZZ,"Advising about open space planning services, systems and policies",7435
UED.RB.ZZ,"Practical support about open space planning services, systems and policies",7436
UED.RD.ZZ,"Providing goods in relation to open space planning services, systems and policies",7437
UED.RG.ZZ,"Providing open space planning services, systems and policies",7438
UED.TA.ZZ,"Advocacy in relation to open space planning services, systems and policies",7439
UED.TB.ZZ,"Planning in relation to open space planning services, systems and policies",7440
UED.TD.ZZ,"Collaboration relating to open space planning services, systems and policies",7441
UED.TK.ZZ,"Public facilities or infrastructure development in relation to open space planning services, systems and policies",7442
UED.TM.ZZ,"Environment modification in relation to open space planning services, systems and policies",7443
